seed,result,tides_completed,final_weave,max_weave,invaders_killed,natives_killed,heart_damage_events,peak_corruption,total_corruption_at_end,total_presence_at_end,sacrifices,total_fear_generated,export_string
132,Clean,6,20,20,23,0,0,6,20,4,0,30,"SEED:132|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_008:-|10:SelectTarget:-:A1|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:A2|16:Rest:-:-|17:PlayTop:ember_004:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:Rest:-:-|21:PlayTop:ember_005:-|22:SelectTarget:-:M1|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
133,Weathered,6,20,20,23,0,0,6,22,4,0,14,"SEED:133|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_003:-|8:PlayTop:ember_001:-|9:SelectTarget:-:A2|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A3|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_002:-|17:SelectTarget:-:M2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_007:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
134,Weathered,6,20,20,23,0,0,7,27,4,0,38,"SEED:134|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_001:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_008:-|8:SelectTarget:-:A1|9:PlayBottom:ember_004:-|10:Rest:-:-|11:PlayTop:ember_001:-|12:SelectTarget:-:A3|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:M2|16:Rest:-:-|17:PlayTop:ember_001:-|18:SelectTarget:-:A2|19:PlayTop:ember_005:-|20:SelectTarget:-:A1|21:Rest:-:-|22:PlayTop:ember_005:-|23:SelectTarget:-:A1|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
135,Clean,6,20,20,23,0,0,6,21,5,0,33,"SEED:135|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_001:-|7:SelectTarget:-:A2|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A1|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_006:-|17:SelectTarget:-:A2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_007:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
136,Weathered,6,20,20,22,0,0,6,20,3,0,29,"SEED:136|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_007:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_008:-|8:SelectTarget:-:A1|9:PlayBottom:ember_001:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_008:-|16:SelectTarget:-:A1|17:Rest:-:-|18:PlayTop:ember_004:-|19:PlayTop:ember_007:-|20:Rest:-:-|21:PlayTop:ember_007:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
137,Clean,6,20,20,23,0,0,6,23,5,0,31,"SEED:137|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_001:-|8:SelectTarget:-:A1|9:PlayBottom:ember_008:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A2|14:PlayTop:ember_007:-|15:PlayBottom:ember_006:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_001:-|19:SelectTarget:-:A2|20:PlayTop:ember_005:-|21:SelectTarget:-:A1|22:Rest:-:-|23:PlayTop:ember_001:-|24:SelectTarget:-:A3|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
138,Weathered,6,20,20,22,0,0,6,20,3,0,26,"SEED:138|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_007:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_006:-|6:SelectTarget:-:A1|7:PlayTop:ember_001:-|8:SelectTarget:-:A2|9:PlayBottom:ember_008:-|10:SelectTarget:-:A1|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A3|14:PlayTop:ember_004:-|15:PlayBottom:ember_005:-|16:SelectTarget:-:A1|17:Rest:-:-|18:PlayTop:ember_004:-|19:PlayTop:ember_007:-|20:Rest:-:-|21:PlayTop:ember_004:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
139,Weathered,6,20,20,22,0,0,5,17,4,0,17,"SEED:139|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_001:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A1|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_002:-|17:SelectTarget:-:A2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_005:-|24:SelectTarget:-:I1|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
140,Clean,6,20,20,23,0,0,6,23,4,0,15,"SEED:140|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_001:-|10:SelectTarget:-:A1|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:A2|16:Rest:-:-|17:PlayTop:ember_005:-|18:SelectTarget:-:A1|19:PlayTop:ember_007:-|20:Rest:-:-|21:PlayTop:ember_007:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
141,Clean,6,20,20,23,0,0,6,22,5,0,11,"SEED:141|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_001:-|10:SelectTarget:-:A2|11:Rest:-:-|12:PlayTop:ember_007:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_002:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_006:-|19:SelectTarget:-:A2|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_005:-|24:SelectTarget:-:A1|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
142,Clean,6,20,20,23,0,0,7,21,4,0,14,"SEED:142|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A2|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A3|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_002:-|17:SelectTarget:-:A2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_007:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
143,Weathered,6,20,20,22,0,0,6,20,3,0,36,"SEED:143|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A3|14:PlayTop:ember_004:-|15:PlayBottom:ember_005:-|16:SelectTarget:-:A1|17:Rest:-:-|18:PlayTop:ember_004:-|19:PlayTop:ember_007:-|20:Rest:-:-|21:PlayTop:ember_007:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
144,Weathered,6,20,20,23,0,0,9,35,4,0,29,"SEED:144|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_008:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A2|8:PlayTop:ember_003:-|9:PlayBottom:ember_004:-|10:Rest:-:-|11:PlayTop:ember_003:-|12:PlayTop:ember_007:-|13:PlayBottom:ember_002:-|14:SelectTarget:-:M2|15:Rest:-:-|16:PlayTop:ember_005:-|17:SelectTarget:-:A3|18:PlayTop:ember_007:-|19:Rest:-:-|20:PlayTop:ember_007:-|21:Rest:-:-|22:SkipPhase:-:-|23:SkipPhase:-:-"
145,Weathered,6,20,20,23,0,0,6,22,5,0,22,"SEED:145|0:PlayTop:ember_004:-|1:PlayTop:ember_003:-|2:PlayBottom:ember_001:-|3:SelectTarget:-:A1|4:Rest:-:-|5:PlayTop:ember_006:-|6:SelectTarget:-:M1|7:PlayTop:ember_002:-|8:SelectTarget:-:A1|9:PlayBottom:ember_008:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_006:-|15:SelectTarget:-:M2|16:Rest:-:-|17:PlayTop:ember_005:-|18:SelectTarget:-:A1|19:PlayTop:ember_007:-|20:Rest:-:-|21:PlayTop:ember_007:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
146,Weathered,6,20,20,23,0,0,6,29,4,0,28,"SEED:146|0:PlayTop:ember_004:-|1:PlayTop:ember_001:-|2:PlayBottom:ember_008:-|3:SelectTarget:-:A2|4:Rest:-:-|5:PlayTop:ember_006:-|6:SelectTarget:-:M1|7:PlayTop:ember_002:-|8:SelectTarget:-:A1|9:PlayBottom:ember_003:-|10:Rest:-:-|11:PlayTop:ember_004:-|12:PlayTop:ember_005:-|13:SelectTarget:-:A1|14:PlayBottom:ember_002:-|15:SelectTarget:-:M2|16:Rest:-:-|17:PlayTop:ember_007:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A2|20:Rest:-:-|21:PlayTop:ember_007:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
147,Clean,6,20,20,23,0,0,6,22,5,0,31,"SEED:147|0:PlayTop:ember_004:-|1:PlayTop:ember_005:-|2:SelectTarget:-:A1|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:M1|8:PlayTop:ember_006:-|9:SelectTarget:-:A1|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A3|14:PlayTop:ember_007:-|15:PlayBottom:ember_006:-|16:SelectTarget:-:A2|17:Rest:-:-|18:PlayTop:ember_001:-|19:SelectTarget:-:A3|20:PlayTop:ember_005:-|21:SelectTarget:-:A1|22:Rest:-:-|23:PlayTop:ember_001:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
148,Weathered,6,20,20,23,2,0,7,34,4,0,42,"SEED:148|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_001:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A2|8:PlayTop:ember_003:-|9:PlayBottom:ember_004:-|10:Rest:-:-|11:PlayTop:ember_003:-|12:PlayTop:ember_007:-|13:PlayBottom:ember_002:-|14:SelectTarget:-:A3|15:Rest:-:-|16:PlayTop:ember_003:-|17:PlayTop:ember_005:-|18:SelectTarget:-:A1|19:Rest:-:-|20:PlayTop:ember_005:-|21:SelectTarget:-:A2|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
149,Clean,6,20,20,23,0,0,6,21,4,0,18,"SEED:149|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_003:-|8:PlayTop:ember_001:-|9:SelectTarget:-:A2|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_002:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_007:-|19:PlayTop:ember_005:-|20:SelectTarget:-:M1|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
150,Clean,6,20,20,23,0,0,6,26,7,0,20,"SEED:150|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A2|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_008:-|10:SelectTarget:-:A2|11:Rest:-:-|12:PlayTop:ember_007:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_006:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_002:-|19:SelectTarget:-:A3|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_002:-|24:SelectTarget:-:A2|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
151,Clean,6,20,20,23,0,0,6,24,4,0,20,"SEED:151|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_001:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_008:-|8:SelectTarget:-:A3|9:PlayTop:ember_004:-|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A3|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_002:-|17:SelectTarget:-:A2|18:Rest:-:-|19:PlayTop:ember_008:-|20:SelectTarget:-:A3|21:PlayTop:ember_007:-|22:Rest:-:-|23:PlayTop:ember_008:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
152,Weathered,6,20,20,23,0,0,8,31,4,0,28,"SEED:152|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_001:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A2|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A2|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_002:-|17:SelectTarget:-:M2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:A1|22:Rest:-:-|23:PlayTop:ember_007:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
153,Weathered,6,20,20,22,0,0,5,18,5,0,27,"SEED:153|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_001:-|8:SelectTarget:-:A2|9:PlayTop:ember_003:-|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_006:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_007:-|19:PlayTop:ember_005:-|20:SelectTarget:-:M1|21:Rest:-:-|22:PlayTop:ember_005:-|23:SelectTarget:-:I1|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
154,Weathered,6,20,20,22,0,0,6,23,4,0,18,"SEED:154|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_001:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_003:-|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A1|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_002:-|17:SelectTarget:-:M2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:A3|22:Rest:-:-|23:PlayTop:ember_005:-|24:SelectTarget:-:M1|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
155,Clean,6,20,20,23,0,0,6,27,6,0,28,"SEED:155|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_001:-|8:SelectTarget:-:A1|9:PlayBottom:ember_008:-|10:SelectTarget:-:A2|11:Rest:-:-|12:PlayTop:ember_005:-|13:SelectTarget:-:A1|14:PlayTop:ember_007:-|15:PlayBottom:ember_006:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_002:-|19:SelectTarget:-:A3|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
156,Weathered,6,20,20,23,2,0,7,30,5,0,37,"SEED:156|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_008:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A2|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A2|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_006:-|17:SelectTarget:-:A2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:A1|22:Rest:-:-|23:PlayTop:ember_005:-|24:SelectTarget:-:A1|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
157,Weathered,6,20,20,22,0,0,6,19,3,0,35,"SEED:157|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A2|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_008:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_003:-|15:Rest:-:-|16:PlayTop:ember_005:-|17:SelectTarget:-:A1|18:PlayTop:ember_007:-|19:Rest:-:-|20:PlayTop:ember_007:-|21:Rest:-:-|22:SkipPhase:-:-|23:SkipPhase:-:-"
158,Weathered,6,20,20,23,0,0,9,31,5,0,40,"SEED:158|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_008:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A2|14:PlayTop:ember_007:-|15:PlayBottom:ember_006:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
159,Weathered,6,20,20,22,0,0,6,22,4,0,46,"SEED:159|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_008:-|8:SelectTarget:-:A1|9:PlayBottom:ember_001:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:A2|16:Rest:-:-|17:PlayTop:ember_004:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:Rest:-:-|21:PlayTop:ember_004:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
160,Weathered,6,20,20,23,0,0,9,26,4,0,27,"SEED:160|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_008:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A2|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A3|14:PlayTop:ember_007:-|15:PlayBottom:ember_005:-|16:SelectTarget:-:A1|17:Rest:-:-|18:PlayTop:ember_002:-|19:SelectTarget:-:M2|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
161,Clean,6,20,20,23,0,0,7,26,6,0,12,"SEED:161|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A2|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_007:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_002:-|16:SelectTarget:-:A2|17:Rest:-:-|18:PlayTop:ember_006:-|19:SelectTarget:-:M2|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_006:-|24:SelectTarget:-:A3|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
162,Weathered,6,20,20,23,0,0,7,27,5,0,29,"SEED:162|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_008:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A1|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_006:-|17:SelectTarget:-:A2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:A3|22:Rest:-:-|23:PlayTop:ember_007:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
163,Clean,6,20,20,23,0,0,6,26,6,0,22,"SEED:163|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A2|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_005:-|13:SelectTarget:-:A1|14:PlayTop:ember_007:-|15:PlayBottom:ember_002:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_006:-|19:SelectTarget:-:A2|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_006:-|24:SelectTarget:-:A3|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
164,Weathered,6,20,20,23,2,0,7,27,4,0,49,"SEED:164|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_001:-|8:SelectTarget:-:A1|9:PlayBottom:ember_008:-|10:SelectTarget:-:A1|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:A2|16:Rest:-:-|17:PlayTop:ember_005:-|18:SelectTarget:-:A1|19:PlayTop:ember_007:-|20:Rest:-:-|21:PlayTop:ember_007:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
165,Clean,6,20,20,23,0,0,6,29,6,0,22,"SEED:165|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A2|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_005:-|13:SelectTarget:-:A1|14:PlayTop:ember_007:-|15:PlayBottom:ember_002:-|16:SelectTarget:-:A2|17:Rest:-:-|18:PlayTop:ember_006:-|19:SelectTarget:-:M2|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_006:-|23:SelectTarget:-:A3|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
