seed,result,tides_completed,final_weave,max_weave,invaders_killed,natives_killed,heart_damage_events,peak_corruption,total_corruption_at_end,total_presence_at_end,sacrifices,total_fear_generated,export_string
42,Clean,6,19,20,23,0,2,0,0,8,0,33,"SEED:42|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_002:-|3:SelectTarget:-:A1|4:PlayBottom:root_005:-|5:SelectTarget:-:A1|6:PlayTop:root_010:-|7:PlayTop:root_008:-|8:PlayBottom:root_025:-|9:SelectTarget:-:A2|10:PlayTop:root_004:-|11:PlayTop:root_011:-|12:PlayBottom:root_006:-|13:SelectTarget:-:A1|14:Rest:-:A1|15:PlayTop:root_010:-|16:PlayTop:root_003:-|17:PlayBottom:root_001:-|18:SelectTarget:-:A1|19:PlayTop:root_008:-|20:PlayTop:root_025:-|21:SelectTarget:-:I1|22:PlayBottom:root_009:-|23:SelectTarget:-:A1|24:PlayTop:root_004:-|25:PlayTop:root_007:-|26:PlayBottom:root_006:-|27:SelectTarget:-:A2|28:PlayTop:root_005:-|29:PlayTop:root_011:-|30:SkipPhase:-:-|31:PlayTop:root_002:-|32:SkipPhase:-:-"
43,Weathered,6,20,20,22,0,0,0,0,8,0,35,"SEED:43|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_005:-|3:PlayBottom:root_003:-|4:PlayTop:root_010:-|5:PlayTop:root_025:-|6:SelectTarget:-:A1|7:PlayBottom:root_002:-|8:SelectTarget:-:A3|9:PlayTop:root_008:-|10:PlayTop:root_004:-|11:PlayBottom:root_006:-|12:SelectTarget:-:A1|13:Rest:-:A1|14:PlayTop:root_025:-|15:SelectTarget:-:I1|16:PlayTop:root_007:-|17:PlayBottom:root_001:-|18:SelectTarget:-:A1|19:PlayTop:root_005:-|20:PlayTop:root_011:-|21:PlayBottom:root_009:-|22:SelectTarget:-:M1|23:PlayTop:root_010:-|24:PlayTop:root_003:-|25:PlayBottom:root_002:-|26:SelectTarget:-:A2|27:PlayTop:root_008:-|28:PlayTop:root_004:-|29:SkipPhase:-:-|30:PlayTop:root_006:-|31:SkipPhase:-:-"
